draw_number,draw_date,first_prize,second_prize,third_prize,starter_1,starter_2,starter_3,starter_4,starter_5,starter_6,starter_7,starter_8,starter_9,starter_10,consolation_1,consolation_2,consolation_3,consolation_4,consolation_5,consolation_6,consolation_7,consolation_8,consolation_9,consolation_10
5341,18/6/2025,536,5327,5985,49,1637,2222,2957,3261,3421,5154,6240,6266,8371,161,1507,2129,2449,3090,3195,6584,8161,8778,9343
5342,21/6/2025,4104,4778,8651,695,808,1616,4127,4518,8213,8363,8477,8594,9728,1644,1808,3127,3551,4060,4249,5017,5260,6093,9374
5343,22/6/2025,9729,1467,9183,2551,3233,4105,4137,4144,5534,6047,6838,8467,9948,200,223,458,861,2926,3354,4534,6296,6757,8188
5344,25/6/2025,6238,2608,9703,210,1258,1861,2097,2684,3137,6017,6053,7217,8155,2387,2522,3897,4934,5180,7026,7077,8984,9140,9658
5345,28/6/2025,4747,1435,3464,966,1025,2473,2516,3558,3630,3630,4251,7569,9430,996,3472,3947,3966,4021,5167,6820,6965,8180,9830
5346,29/6/2025,7479,7565,6124,960,1309,1537,3005,4461,5086,6018,6446,8224,9318,506,521,1226,4289,4898,4971,6076,8783,9323,9715
5347,2/7/2025,1924,5698,2569,457,2345,6498,6525,6966,7313,7416,7808,9228,9618,1482,2140,2691,3510,4051,5076,5856,6412,6547,7916
5348,5/7/2025,264,4893,702,168,649,927,2119,2512,3695,4468,5126,6647,8006,42,959,2075,2651,3112,4212,4496,6091,8179,9927
5349,6/7/2025,2472,8404,1960,1669,2248,2764,4106,4313,4431,4460,5098,6056,6572,517,914,1886,2393,2531,3815,4387,4450,7956,8494
5350,9/7/2025,175,9164,8664,1089,1168,3705,5746,5770,6585,6789,8482,8576,8978,237,1217,1392,2251,3378,4494,5330,6086,7325,8526
5351,12/7/2025,3064,3797,2089,332,1204,1552,2289,2679,3072,5298,5415,6441,8817,1286,1336,1736,2099,3073,4534,4666,5621,5780,9000
5352,13/7/2025,8775,3270,4419,1192,1559,1589,2658,3519,5793,7315,8496,9504,9734,129,290,589,1043,1428,4119,4702,4880,6716,7664
5353,16/7/2025,9362,3962,5195,30,756,1500,4291,5314,8054,8812,9425,9610,9751,106,416,782,1599,2158,2186,3642,7105,9300,9618
5354,19/7/2025,4802,9613,1740,1772,3264,3693,4070,4535,4687,5080,6533,7867,9470,486,1669,1792,3863,4662,6646,6825,8107,9045,9159
5355,20/7/2025,4600,2359,6795,194,982,1779,4984,5615,7429,7819,7866,9279,9812,1948,2685,2816,2946,3178,6360,8317,8404,9084,9827
5356,23/7/2025,9559,5843,3533,508,923,1089,1622,2111,5113,6289,6457,8286,9305,1042,1239,1747,2196,3953,4349,4405,4699,5178,8954
5357,26/7/2025,873,5343,2004,411,1127,1256,2973,3400,3938,5035,5304,6960,9032,319,367,564,1681,2371,3314,3939,4379,8759,9722
5358,27/7/2025,7280,9668,8992,500,658,2001,3698,4256,4996,6484,7782,7823,8588,467,746,926,2927,3345,4759,4787,5406,5789,9608
5359,30/7/2025,8115,8844,2176,571,732,1114,1429,3176,3494,4693,4881,5904,9541,1218,2000,2021,2127,3859,4337,6789,7345,9768,9927
5360,2/8/2025,851,5584,5354,1387,1833,2069,2484,4408,5127,5543,6932,8432,9868,1632,3052,4003,5891,8192,8385,8695,9374,9738,9842
5361,3/8/2025,9427,8262,3945,568,2391,3386,4282,5936,6002,7157,7381,7658,9549,1859,2489,3138,4521,6012,6322,7852,8818,9322,9922
5362,6/8/2025,9132,5794,3597,2001,2888,3498,3611,4595,5230,5700,7782,8279,9651,572,852,2129,2997,3301,4654,6748,7439,7564,9013
5363,9/8/2025,8681,9912,8254,1377,1468,1837,3053,3109,5093,6589,6631,7846,9261,671,846,1238,2694,3043,3785,4450,5608,7010,7197
5364,10/8/2025,4067,9577,2523,767,915,1788,3194,5082,5378,5909,6333,6669,8976,2250,5351,6631,6955,6969,7432,8192,8406,8450,9496
5365,13/8/2025,3380,9757,537,1957,1973,2278,2636,3178,3967,5090,5165,7503,7986,759,782,2899,3875,4339,5490,6048,6793,8574,9177
5366,16/8/2025,4315,2555,5488,1244,3076,4615,5597,5729,5860,7276,7305,8841,9655,1264,2168,2630,2927,4965,5483,6463,7294,8090,9649
5367,17/8/2025,7477,7066,2520,546,1411,3164,3705,4201,4649,4807,5728,8437,9746,726,2459,2734,3056,4490,5098,5203,5811,6828,9522
5368,20/8/2025,707,4411,9382,283,3013,3115,3190,3332,4379,6124,6678,7436,8842,1332,2273,2433,4916,6298,7954,8265,8545,8703,8925
5369,23/8/2025,2250,6325,963,297,721,759,2136,2807,4877,5486,5583,8575,9399,300,1056,1330,2354,2870,3128,3762,4234,7566,9185
5370,24/8/2025,9197,2313,3178,4136,5744,6028,6108,6112,6446,7170,8698,9897,9983,1120,3167,6131,6582,6913,8280,8420,9523,9657,9666
5371,27/8/2025,6768,3571,5907,65,860,1629,3075,3682,4065,6865,8400,8637,9076,1821,2004,3631,4192,4421,4506,6115,6503,7987,8218
5372,30/8/2025,9468,7994,9118,1863,2293,4504,5654,5721,6249,6389,6423,6870,9968,116,869,4851,5517,5565,5828,7023,9474,9526,9705
5373,31/8/2025,7057,3257,4907,263,316,894,1107,1715,2878,3479,4260,5808,9197,744,781,1468,2001,3575,3659,4070,4322,6440,8124
5374,3/9/2025,9999,419,801,1382,2456,4820,5083,5096,5631,5941,6510,7064,8567,988,1713,1937,3432,3581,4200,4784,7311,8430,8743
5375,6/9/2025,3136,4463,8242,640,915,1857,3501,5458,6917,7007,9214,9381,9954,75,234,1743,1955,2262,4771,6318,8185,9645,9900
5376,7/9/2025,7336,4265,3126,332,2315,2655,3086,5408,5636,7356,7449,7797,8770,172,913,2035,2946,3039,3175,4367,4555,6068,9386
5377,10/9/2025,7611,9426,1508,981,2425,3787,4264,6297,7280,7861,7906,9178,9188,216,2050,2473,5233,5402,6881,7524,8511,9065,9478
5378,13/9/2025,9326,1655,211,1104,1298,2390,2751,3034,3998,5227,6567,7719,9878,1861,2725,3256,3646,4239,4426,5046,7620,7781,8677
5379,14/9/2025,8015,7894,3486,1614,3085,3429,5480,5683,5872,5965,7922,8477,9844,514,2325,4060,4691,5410,5468,6591,7401,8114,9231
5380,17/9/2025,8704,3027,6170,948,2518,3249,4894,6613,7743,7947,8102,8478,9887,237,266,782,1227,3052,3655,5443,6516,9710,9785
5381,20/9/2025,4611,5803,937,631,634,898,1770,3434,7527,7984,8030,8373,9240,1620,2749,2919,5503,5742,7023,7258,7496,8338,8677
5382,21/9/2025,3788,6815,6523,587,1434,1700,4069,4273,4639,6166,6344,6955,7455,3678,3735,3842,4110,4624,6833,8400,8729,8782,9527
5383,24/9/2025,3091,9344,7222,267,3361,3959,4569,4936,6161,8699,9036,9052,9427,82,1604,1877,2137,2138,3125,3825,6481,7818,8872
5384,27/9/2025,4874,7484,6362,104,862,1605,3971,4882,6309,7782,7939,8773,9123,339,739,2384,3937,5011,5260,5689,6825,9059,9261
5385,28/9/2025,5958,4956,6364,1898,3054,4756,4980,5162,6049,6495,7034,7835,8620,1574,1928,2667,4952,5438,5641,6398,7201,8051,8643
5386,1/10/2025,526,6065,8694,940,1871,2868,4391,4685,6064,6545,8378,8490,9722,355,400,1583,4150,4950,5049,5272,7717,8898,9987
5387,4/10/2025,5051,9297,6420,231,646,1738,1903,2961,6641,7244,7639,8480,9181,199,2962,3160,3669,4592,6403,6838,6890,8015,9415
5388,5/10/2025,4913,809,3232,3642,4579,4663,4824,5174,6875,7205,7476,7739,9314,3050,4201,4980,5156,5596,6134,6643,7040,7281,9244
5389,8/10/2025,8079,2929,3834,95,410,626,1365,3364,4012,4311,5267,8151,8589,1244,1288,3616,4082,4291,4910,4926,5507,8602,9945
5390,11/10/2025,3635,6200,8187,708,877,3169,3211,5454,5500,5978,7048,7825,9588,827,853,2701,4891,5014,5075,6160,6415,7204,8308
5391,12/10/2025,1060,7509,9770,431,1479,2530,4645,4779,6621,8117,9073,9212,9779,423,1351,1544,2375,3052,5293,6305,8656,9485,9702
5392,15/10/2025,7324,5444,9456,34,508,683,1400,2542,3422,7175,7350,7619,7729,83,379,409,1192,1833,4183,5937,6078,7682,8770
5393,18/10/2025,6135,5681,6240,22,435,1215,1456,2383,2748,5747,7096,7246,9251,69,1380,1548,2314,2882,4012,5716,9234,9483,9642
5394,19/10/2025,5548,8729,5928,1684,1869,3444,3582,4691,6942,8212,8472,8791,9398,640,2148,2702,3130,3424,4037,6944,7253,8678,9139
5395,22/10/2025,8612,6143,2503,223,958,1438,3757,5241,5349,6532,7844,9618,9661,466,640,4134,5050,6088,7323,7852,8274,8492,9664
5396,25/10/2025,8585,6896,898,1375,4167,4438,4931,7001,7529,8290,8440,9125,9464,1254,1970,2085,3759,4406,5439,6262,6378,6853,8998
5397,26/10/2025,316,4178,9639,848,1933,4830,6247,7074,7640,7683,7984,8415,9470,962,1296,3818,5200,6388,6399,7742,7769,7829,8156
5398,29/10/2025,3378,2405,654,3780,3796,4421,4768,5058,6024,6179,6221,7011,7055,1855,3484,5091,5304,5580,7020,7468,8181,8389,9959
5399,1/11/2025,4326,6349,8483,55,1305,1313,2873,3170,3605,6544,6935,9121,9623,240,666,2483,4559,4652,5216,7384,7462,9218,9662
5400,2/11/2025,8989,5263,5848,174,593,1512,1880,3225,3794,7498,8969,9741,9788,563,637,2654,5537,6570,7067,7154,7289,8277,8621
5401,5/11/2025,180,2381,6443,851,1126,1441,1737,4295,4700,4987,6012,7459,9917,103,309,344,1491,2323,2375,2947,2997,4840,8837
5402,8/11/2025,6456,4233,536,86,874,1866,3240,6309,6425,6479,7497,9267,9995,547,703,2634,4389,4767,4965,6069,6398,7817,8763
5403,9/11/2025,7499,6827,4528,13,919,1843,5111,5448,6567,6889,7176,8035,9649,389,735,1413,2238,4156,4847,5242,9274,9374,9944
5404,12/11/2025,9223,8618,5996,603,1786,3746,6852,7727,8023,8519,8726,8813,9364,329,2645,3015,3414,3888,4226,4335,4921,7747,8869
5405,15/11/2025,8862,9781,781,1021,2119,4606,5459,6276,7206,7642,8234,9635,9897,544,709,799,1824,3765,6952,8694,8817,8951,9577
5406,16/11/2025,1396,7295,6438,1803,2867,2946,3263,4486,6618,7196,7561,7566,8307,138,1785,2390,3673,4834,5170,5762,6116,7906,9290
5407,19/11/2025,9551,1551,2033,2131,2316,2335,3137,3262,4463,4648,5935,7783,8730,1018,1474,2198,3011,6542,7733,8116,8422,8716,9908
5408,22/11/2025,8590,5917,3898,1427,2554,3239,3389,4341,5669,8332,9772,9872,9972,521,735,1081,1494,5700,5876,7413,8705,8837,9938
5409,23/11/2025,2755,7850,6276,520,2315,3723,4321,5001,5329,5380,5381,7849,8657,2993,3756,3785,3906,4556,4665,4782,4790,7295,7405
5410,26/11/2025,1434,5326,2794,94,578,996,2636,4986,5250,5907,5935,6711,8675,939,4274,4307,6279,7839,8037,8225,8849,8968,9601
5411,29/11/2025,7352,6713,5438,1138,1451,2868,3446,3816,4748,8329,8340,8347,8776,2611,4417,5138,5309,7373,7778,8581,9014,9746,9893
5412,30/11/2025,3393,4218,9245,1207,1731,2286,2642,2686,4307,4987,6231,7490,8453,132,1287,1632,5096,5238,6029,6236,6414,7190,8301
5413,3/12/2025,7331,3848,9746,631,1782,2639,2831,5018,5679,6543,6842,9325,9968,453,703,1857,4805,5587,6005,8570,8914,8971,9708
5414,6/12/2025,1419,1278,7876,43,3875,4748,6877,7273,8373,8807,8855,8968,9175,711,1447,1982,3545,5764,5973,6437,7210,8735,9702
5415,7/12/2025,2508,7370,3433,788,995,4095,4141,4928,5556,5874,6883,8494,8804,2032,3456,5495,6576,7161,7479,7937,8155,9520,9808
5416,10/12/2025,1912,320,1329,2319,3782,3912,5652,6763,7204,8410,9019,9187,9793,610,709,5029,5896,6168,6531,6776,9137,9349,9740
5417,13/12/2025,8789,7191,2129,2060,3462,4944,5013,5259,6875,7659,8303,8898,9480,274,404,649,932,1586,1600,4964,5388,7453,8147
5418,14/12/2025,2056,7688,7385,2661,3079,3115,4136,4917,6091,6407,7364,8349,9780,1055,2300,4417,5334,5675,6254,6494,6916,7259,8914
5419,17/12/2025,8391,1708,4466,2544,2824,4562,6642,7197,7913,8185,8207,8305,9892,1194,1481,2476,3180,4232,5316,5925,6493,6896,8281
5420,20/12/2025,3114,7435,825,93,147,3818,3880,4052,5321,5432,5945,7065,8101,2177,3103,3169,3626,3997,4853,6098,6917,7233,7273
5421,21/12/2025,5263,4178,3857,1521,2763,3098,3970,4090,4474,5027,6891,8076,9987,2448,2870,3331,5728,6851,7092,7198,7522,8518,9907
5422,24/12/2025,9395,9492,8002,791,865,2850,3506,4939,8220,8301,8312,9169,9473,927,1156,1233,2731,3766,4199,5962,8319,9210,9274
5423,27/12/2025,7308,8780,7854,2581,2935,3191,6155,6485,7650,8132,8612,8718,9751,174,1271,1352,2226,2389,2534,2573,6096,6997,9815
5424,28/12/2025,9507,9138,9591,808,3093,3897,3964,5219,6913,7659,8278,9454,9617,530,1397,1709,1751,1935,3103,4365,5231,7789,8512
5425,31/12/2025,7136,2553,4347,220,498,1445,2694,3049,4834,5675,6832,6837,9703,1989,2634,2766,2814,3835,4691,4781,5148,5437,7773
5426,3/1/2026,3310,6215,1859,4000,5712,7003,7303,7326,7900,8576,8653,8741,9469,171,1284,3640,5248,6183,6591,6824,7649,8183,9499
5427,4/1/2026,3734,7713,9590,594,1507,1543,4423,5853,6374,6873,7811,9398,9862,893,1749,2226,3589,4698,6464,7461,9066,9114,9270
5428,7/1/2026,4807,1009,3912,680,1374,1877,2788,7352,7971,9084,9246,9424,9599,2748,3384,3930,4376,5074,5209,6906,7298,7990,9802
5429,10/1/2026,2038,938,3023,946,3775,4265,4337,5262,5479,5864,7786,9330,9825,519,1556,1594,5327,5923,6437,6447,6463,8172,9468
5430,11/1/2026,3283,542,6102,322,428,763,1170,2055,5272,6287,6585,8930,9275,2521,2587,2847,3066,4097,7583,8375,8546,9165,9196
5431,14/1/2026,305,3505,5745,163,837,1410,2669,2695,3412,4870,9107,9570,9722,91,763,2313,2914,3297,4646,7131,7310,8781,9566
5432,17/1/2026,3236,4525,2694,2176,3267,4737,5552,5858,5919,6016,7978,8143,9945,536,617,2401,3415,4785,4790,6533,8476,8722,9005
5433,18/1/2026,5896,8717,4327,267,1152,1190,2645,2751,4695,5471,8295,8822,9422,348,1557,2362,3527,5316,5665,6399,6586,7017,8466
5434,21/1/2026,452,6502,8309,800,849,1358,2336,4308,5994,6431,8599,9664,9840,498,766,1145,1169,4613,5088,6914,8540,9734,9911
5435,24/1/2026,7295,8557,991,497,712,2018,2243,2450,4126,4516,4570,5071,9072,55,1872,3177,5379,6437,7133,7530,8184,8328,9735
5436,25/1/2026,4025,3634,3473,2772,3296,3596,3963,4594,4734,4960,5259,5968,6585,132,739,1616,1788,2629,2678,6741,7739,9042,9185
5437,28/1/2026,9683,2287,2081,617,1179,2808,4724,4932,5337,5514,5919,6193,6388,1156,1623,3157,3283,3481,4885,5512,5739,6153,6233
5438,31/1/2026,2490,7164,6555,249,285,2225,2628,3631,4235,6547,6661,8293,9354,3717,4115,4439,5336,6334,6399,6870,7138,9339,9813
5439,1/2/2026,7970,896,553,1818,2021,3015,4271,4932,6175,8533,9134,9406,9463,1931,1952,2144,3346,4713,6872,6946,8339,8658,9806
5440,4/2/2026,7541,6119,5301,141,1167,1206,1308,3886,4390,4890,5407,8328,8899,403,681,814,2599,4064,6258,7358,8293,8397,9989
5441,7/2/2026,1516,8047,7919,743,1239,3077,3246,4394,5148,5232,7734,8070,9023,1,979,1259,2206,3038,4327,6510,6852,7464,7505
5442,8/2/2026,2916,4829,499,549,720,1015,1949,3329,5154,5428,6868,8532,9052,2798,3092,3160,3516,3889,4593,5162,6449,7143,7519
5443,11/2/2026,5878,7907,2758,289,590,2947,3579,4505,4730,6961,7206,8057,9002,288,488,1875,1933,2097,2611,5434,7084,7156,9624
5444,14/2/2026,9651,3688,2645,2260,3557,4622,5836,6085,7391,7885,7906,9403,9526,2191,2345,3760,3761,5221,5574,5668,7802,9228,9419
5445,15/2/2026,4198,4374,9747,747,3029,3168,3386,5071,5410,7525,7719,8008,8640,666,1322,2304,2378,3071,3830,7371,7748,8090,9830
5446,18/2/2026,4118,301,9591,1325,2632,3185,4698,4953,5273,6083,6437,6470,7708,13,410,1445,2208,4030,4405,5308,6169,8352,9713
5447,21/2/2026,5888,8468,6890,905,2201,2639,6086,6141,7011,7269,8174,8975,9759,674,891,2191,2681,3449,4271,5815,6044,6467,9011
5448,22/2/2026,1903,7215,3568,41,1203,1695,3950,6171,6410,6540,7219,7440,8236,1376,1790,2634,3301,4698,5217,5685,7875,9419,9984
5449,25/2/2026,1516,7309,2708,814,1068,3542,3847,4163,5890,6424,8286,8439,9431,1511,2357,3115,4586,4965,6034,6445,6473,7266,8196
5450,28/2/2026,4172,198,5482,1002,3679,4256,4411,4486,5987,6901,7127,7232,7897,433,515,2090,2546,4101,4473,4558,6202,8441,9542
5451,1/3/2026,3927,7192,2607,318,871,1083,1698,1854,2874,3869,4697,5609,8440,483,1995,2792,4408,6217,7338,7340,7953,9154,9595
5452,4/3/2026,4299,1835,1804,1271,1278,3102,3102,5117,5958,6587,7128,8183,9324,1121,1394,2964,3616,4339,5612,7597,7609,8088,8251
